"Location","Report_date","Cases"
"Southern","2021-03-21",0
"Southern","2021-03-20",0
"Southern","2021-03-19",0
"Southern","2021-03-18",0
"Southern","2021-03-17",0
"Southern","2021-03-16",0
"Southern","2021-03-15",0
"Southern","2021-03-14",0
"Southern","2021-03-13",0
"Southern","2021-03-12",0
"Southern","2021-03-11",0
"Southern","2021-03-10",0
"Southern","2021-03-09",0
"Southern","2021-03-08",0
"Southern","2021-03-07",0
"Southern","2021-03-06",0
"Southern","2021-03-05",0
"Southern","2021-03-04",0
"Southern","2021-03-03",0
"Southern","2021-03-02",0
"Southern","2021-03-01",0
"Southern","2021-02-28",0
"Southern","2021-02-27",0
"Southern","2021-02-26",0
"Southern","2021-02-25",0
"Southern","2021-02-24",0
"Southern","2021-02-23",0
"Southern","2021-02-22",0
"Southern","2021-02-21",0
"Southern","2021-02-20",0
"Southern","2021-02-19",0
"Southern","2021-02-18",0
"Southern","2021-02-17",0
"Southern","2021-02-16",0
"Southern","2021-02-15",0
"Southern","2021-02-14",0
"Southern","2021-02-13",0
"Southern","2021-02-12",0
"Southern","2021-02-11",0
"Southern","2021-02-10",0
"Southern","2021-02-09",0
"Southern","2021-02-08",0
"Southern","2021-02-07",0
"Southern","2021-02-06",0
"Southern","2021-02-05",0
"Southern","2021-02-04",0
"Southern","2021-02-03",0
"Southern","2021-02-02",0
"Southern","2021-02-01",0
"Southern","2021-01-31",0
"Southern","2021-01-30",0
"Southern","2021-01-29",0
"Southern","2021-01-28",0
"Southern","2021-01-27",0
"Southern","2021-01-26",0
"Southern","2021-01-25",0
"Southern","2021-01-24",0
"Southern","2021-01-23",0
"Southern","2021-01-22",0
"Southern","2021-01-21",0
"Southern","2021-01-20",0
"Southern","2021-01-19",0
"Southern","2021-01-18",0
"Southern","2021-01-17",0
"Southern","2021-01-16",0
"Southern","2021-01-15",0
"Southern","2021-01-14",0
"Southern","2021-01-13",0
"Southern","2021-01-12",0
"Southern","2021-01-11",0
"Southern","2021-01-10",0
"Southern","2021-01-09",0
"Southern","2021-01-08",0
"Southern","2021-01-07",0
"Southern","2021-01-06",0
"Southern","2021-01-05",0
"Southern","2021-01-04",0
"Southern","2021-01-03",0
"Southern","2021-01-02",0
"Southern","2021-01-01",0
"Southern","2020-12-31",0
"Southern","2020-12-30",0
"Southern","2020-12-29",0
"Southern","2020-12-28",0
"Southern","2020-12-27",0
"Southern","2020-12-26",0
"Southern","2020-12-25",0
"Southern","2020-12-24",0
"Southern","2020-12-23",0
"Southern","2020-12-22",0
"Southern","2020-12-21",0
"Southern","2020-12-20",0
"Southern","2020-12-19",0
"Southern","2020-12-18",0
"Southern","2020-12-17",0
"Southern","2020-12-16",0
"Southern","2020-12-15",0
"Southern","2020-12-14",0
"Southern","2020-12-13",0
"Southern","2020-12-12",0
"Southern","2020-12-11",0
"Southern","2020-12-10",0
"Southern","2020-12-09",0
"Southern","2020-12-08",0
"Southern","2020-12-07",0
"Southern","2020-12-06",0
"Southern","2020-12-05",0
"Southern","2020-12-04",0
"Southern","2020-12-03",0
"Southern","2020-12-02",0
"Southern","2020-12-01",0
"Southern","2020-11-30",0
"Southern","2020-11-29",0
"Southern","2020-11-28",0
"Southern","2020-11-27",0
"Southern","2020-11-26",0
"Southern","2020-11-25",0
"Southern","2020-11-24",0
"Southern","2020-11-23",0
"Southern","2020-11-22",0
"Southern","2020-11-21",0
"Southern","2020-11-20",0
"Southern","2020-11-19",0
"Southern","2020-11-18",0
"Southern","2020-11-17",0
"Southern","2020-11-16",0
"Southern","2020-11-15",0
"Southern","2020-11-14",0
"Southern","2020-11-13",0
"Southern","2020-11-12",0
"Southern","2020-11-11",0
"Southern","2020-11-10",0
"Southern","2020-11-09",0
"Southern","2020-11-08",0
"Southern","2020-11-07",0
"Southern","2020-11-06",0
"Southern","2020-11-05",0
"Southern","2020-11-04",0
"Southern","2020-11-03",0
"Southern","2020-11-02",0
"Southern","2020-11-01",0
"Southern","2020-10-31",0
"Southern","2020-10-30",0
"Southern","2020-10-29",0
"Southern","2020-10-28",0
"Southern","2020-10-27",0
"Southern","2020-10-26",0
"Southern","2020-10-25",0
"Southern","2020-10-24",0
"Southern","2020-10-23",0
"Southern","2020-10-22",0
"Southern","2020-10-21",0
"Southern","2020-10-20",0
"Southern","2020-10-19",0
"Southern","2020-10-18",0
"Southern","2020-10-17",0
"Southern","2020-10-16",0
"Southern","2020-10-15",0
"Southern","2020-10-14",0
"Southern","2020-10-13",0
"Southern","2020-10-12",0
"Southern","2020-10-11",0
"Southern","2020-10-10",0
"Southern","2020-10-09",0
"Southern","2020-10-08",0
"Southern","2020-10-07",0
"Southern","2020-10-06",0
"Southern","2020-10-05",0
"Southern","2020-10-04",0
"Southern","2020-10-03",0
"Southern","2020-10-02",0
"Southern","2020-10-01",0
"Southern","2020-09-30",0
"Southern","2020-09-29",0
"Southern","2020-09-28",0
"Southern","2020-09-27",0
"Southern","2020-09-26",0
"Southern","2020-09-25",0
"Southern","2020-09-24",0
"Southern","2020-09-23",0
"Southern","2020-09-22",0
"Southern","2020-09-21",0
"Southern","2020-09-20",0
"Southern","2020-09-19",0
"Southern","2020-09-18",0
"Southern","2020-09-17",0
"Southern","2020-09-16",0
"Southern","2020-09-15",0
"Southern","2020-09-14",0
"Southern","2020-09-13",0
"Southern","2020-09-12",0
"Southern","2020-09-11",0
"Southern","2020-09-10",0
"Southern","2020-09-09",0
"Southern","2020-09-08",0
"Southern","2020-09-07",0
"Southern","2020-09-06",0
"Southern","2020-09-05",0
"Southern","2020-09-04",0
"Southern","2020-09-03",0
"Southern","2020-09-02",0
"Southern","2020-09-01",0
"Southern","2020-08-31",0
"Southern","2020-08-30",0
"Southern","2020-08-29",0
"Southern","2020-08-28",0
"Southern","2020-08-27",0
"Southern","2020-08-26",0
"Southern","2020-08-25",0
"Southern","2020-08-24",0
"Southern","2020-08-23",0
"Southern","2020-08-22",0
"Southern","2020-08-21",0
"Southern","2020-08-20",0
"Southern","2020-08-19",0
"Southern","2020-08-18",0
"Southern","2020-08-17",0
"Southern","2020-08-16",0
"Southern","2020-08-15",0
"Southern","2020-08-14",0
"Southern","2020-08-13",0
"Southern","2020-08-12",0
"Southern","2020-08-11",0
"Southern","2020-08-10",0
"Southern","2020-08-09",0
"Southern","2020-08-08",0
"Southern","2020-08-07",0
"Southern","2020-08-06",0
"Southern","2020-08-05",0
"Southern","2020-08-04",0
"Southern","2020-08-03",0
"Southern","2020-08-02",0
"Southern","2020-08-01",0
"Southern","2020-07-31",0
"Southern","2020-07-30",0
"Southern","2020-07-29",0
"Southern","2020-07-28",0
"Southern","2020-07-27",0
"Southern","2020-07-26",0
"Southern","2020-07-25",0
"Southern","2020-07-24",0
"Southern","2020-07-23",0
"Southern","2020-07-22",0
"Southern","2020-07-21",0
"Southern","2020-07-20",0
"Southern","2020-07-19",0
"Southern","2020-07-18",0
"Southern","2020-07-17",0
"Southern","2020-07-16",0
"Southern","2020-07-15",0
"Southern","2020-07-14",0
"Southern","2020-07-13",0
"Southern","2020-07-12",0
"Southern","2020-07-11",0
"Southern","2020-07-10",0
"Southern","2020-07-09",0
"Southern","2020-07-08",0
"Southern","2020-07-07",0
"Southern","2020-07-06",0
"Southern","2020-07-05",0
"Southern","2020-07-04",0
"Southern","2020-07-03",0
"Southern","2020-07-02",0
"Southern","2020-07-01",0
"Southern","2020-06-30",0
"Southern","2020-06-29",0
"Southern","2020-06-28",0
"Southern","2020-06-27",0
"Southern","2020-06-26",0
"Southern","2020-06-25",0
"Southern","2020-06-24",0
"Southern","2020-06-23",0
"Southern","2020-06-22",0
"Southern","2020-06-21",0
"Southern","2020-06-20",0
"Southern","2020-06-19",0
"Southern","2020-06-18",0
"Southern","2020-06-17",0
"Southern","2020-06-16",0
"Southern","2020-06-15",0
"Southern","2020-06-14",0
"Southern","2020-06-13",0
"Southern","2020-06-12",0
"Southern","2020-06-11",0
"Southern","2020-06-10",0
"Southern","2020-06-09",0
"Southern","2020-06-08",0
"Southern","2020-06-07",0
"Southern","2020-06-06",0
"Southern","2020-06-05",0
"Southern","2020-06-04",0
"Southern","2020-06-03",0
"Southern","2020-06-02",0
"Southern","2020-06-01",0
"Southern","2020-05-31",0
"Southern","2020-05-30",0
"Southern","2020-05-29",0
"Southern","2020-05-28",0
"Southern","2020-05-27",0
"Southern","2020-05-26",0
"Southern","2020-05-25",0
"Southern","2020-05-24",0
"Southern","2020-05-23",0
"Southern","2020-05-22",0
"Southern","2020-05-21",0
"Southern","2020-05-20",0
"Southern","2020-05-19",0
"Southern","2020-05-18",0
"Southern","2020-05-17",0
"Southern","2020-05-16",0
"Southern","2020-05-15",0
"Southern","2020-05-14",0
"Southern","2020-05-13",0
"Southern","2020-05-12",0
"Southern","2020-05-11",0
"Southern","2020-05-10",0
"Southern","2020-05-09",0
"Southern","2020-05-08",0
"Southern","2020-05-07",0
"Southern","2020-05-06",0
"Southern","2020-05-05",0
"Southern","2020-05-04",0
"Southern","2020-05-03",0
"Southern","2020-05-02",0
"Southern","2020-05-01",0
"Southern","2020-04-30",0
"Southern","2020-04-29",0
"Southern","2020-04-28",0
"Southern","2020-04-27",0
"Southern","2020-04-26",0
"Southern","2020-04-25",0
"Southern","2020-04-24",0
"Southern","2020-04-23",0
"Southern","2020-04-22",0
"Southern","2020-04-21",0
"Southern","2020-04-20",0
"Southern","2020-04-19",0
"Southern","2020-04-18",0
"Southern","2020-04-17",1
"Southern","2020-04-16",1
"Southern","2020-04-15",1
"Southern","2020-04-14",2
"Southern","2020-04-13",1
"Southern","2020-04-12",4
"Southern","2020-04-11",0
"Southern","2020-04-10",4
"Southern","2020-04-09",3
"Southern","2020-04-08",3
"Southern","2020-04-07",8
"Southern","2020-04-06",8
"Southern","2020-04-05",16
"Southern","2020-04-04",8
"Southern","2020-04-03",11
"Southern","2020-04-02",15
"Southern","2020-04-01",12
"Southern","2020-03-31",7
"Southern","2020-03-30",7
"Southern","2020-03-29",12
"Southern","2020-03-28",8
"Southern","2020-03-27",16
"Southern","2020-03-26",2
"Southern","2020-03-25",5
"Southern","2020-03-24",2
"Southern","2020-03-23",3
"Southern","2020-03-22",1
"Southern","2020-03-21",0
"Southern","2020-03-20",0
"Southern","2020-03-19",0
"Southern","2020-03-18",0
"Southern","2020-03-17",2
"Southern","2020-03-16",0
"Southern","2020-03-15",0
"Southern","2020-03-14",0
"Southern","2020-03-13",0
"Southern","2020-03-12",0
"Southern","2020-03-11",0
"Southern","2020-03-10",0
"Southern","2020-03-09",0
"Southern","2020-03-08",0
"Southern","2020-03-07",0
"Southern","2020-03-06",0
"Southern","2020-03-05",0
"Southern","2020-03-04",0
"Southern","2020-03-03",0
"Southern","2020-03-02",0
"Southern","2020-03-01",0
"Southern","2020-02-29",0
"Southern","2020-02-28",0
"Southern","2020-02-27",0
"Southern","2020-02-26",0
"Unknown","2023-01-13",2
"Unknown","2023-01-12",7
"Unknown","2023-01-11",5
"Unknown","2023-01-10",10
"Unknown","2023-01-09",5
"Unknown","2023-01-08",2
"Unknown","2023-01-07",2
"Unknown","2023-01-06",5
"Unknown","2023-01-05",7
"Unknown","2023-01-04",8
"Unknown","2023-01-03",4
"Unknown","2023-01-02",5
"Unknown","2023-01-01",2
"Unknown","2022-12-31",6
"Unknown","2022-12-30",8
"Unknown","2022-12-29",8
"Unknown","2022-12-28",11
"Unknown","2022-12-27",7
"Unknown","2022-12-26",9
"Unknown","2022-12-25",5
"Unknown","2022-12-24",8
"Unknown","2022-12-23",2
"Unknown","2022-12-22",3
"Unknown","2022-12-21",10
"Unknown","2022-12-20",7
"Unknown","2022-12-19",7
"Unknown","2022-12-18",0
"Unknown","2022-12-17",4
"Unknown","2022-12-16",8
"Unknown","2022-12-15",9
"Unknown","2022-12-14",14
"Unknown","2022-12-13",6
"Unknown","2022-12-12",6
"Unknown","2022-12-11",2
"Unknown","2022-12-10",1
"Unknown","2022-12-09",6
"Unknown","2022-12-08",4
"Unknown","2022-12-07",7
"Unknown","2022-12-06",7
"Unknown","2022-12-05",12
"Unknown","2022-12-04",2
"Unknown","2022-12-03",7
"Unknown","2022-12-02",5
"Unknown","2022-12-01",9
"Unknown","2022-11-30",10
"Unknown","2022-11-29",15
"Unknown","2022-11-28",12
"Unknown","2022-11-27",4
"Unknown","2022-11-26",9
"Unknown","2022-11-25",5
"Unknown","2022-11-24",10
"Unknown","2022-11-23",10
"Unknown","2022-11-22",9
"Unknown","2022-11-21",5
"Unknown","2022-11-20",2
"Unknown","2022-11-19",2
"Unknown","2022-11-18",16
"Unknown","2022-11-17",1
"Unknown","2022-11-16",11
"Unknown","2022-11-15",9
"Unknown","2022-11-14",2
"Unknown","2022-11-13",3
"Unknown","2022-11-12",7
"Unknown","2022-11-11",5
"Unknown","2022-11-10",4
"Unknown","2022-11-09",6
"Unknown","2022-11-08",9
"Unknown","2022-11-07",1
"Unknown","2022-11-06",0
"Unknown","2022-11-05",2
"Unknown","2022-11-04",8
"Unknown","2022-11-03",7
"Unknown","2022-11-02",4
"Unknown","2022-11-01",4
"Unknown","2022-10-31",8
"Unknown","2022-10-30",2
"Unknown","2022-10-29",5
"Unknown","2022-10-28",3
"Unknown","2022-10-27",12
"Unknown","2022-10-26",7
"Unknown","2022-10-25",1
"Unknown","2022-10-24",2
"Unknown","2022-10-23",2
"Unknown","2022-10-22",4
"Unknown","2022-10-21",4
"Unknown","2022-10-20",4
"Unknown","2022-10-19",5
"Unknown","2022-10-18",7
"Unknown","2022-10-17",5
"Unknown","2022-10-16",3
"Unknown","2022-10-15",0
"Unknown","2022-10-14",2
"Unknown","2022-10-13",1
"Unknown","2022-10-12",5
"Unknown","2022-10-11",2
"Unknown","2022-10-10",2
"Unknown","2022-10-09",1
"Unknown","2022-10-08",3
"Unknown","2022-10-07",1
"Unknown","2022-10-06",3
"Unknown","2022-10-05",0
"Unknown","2022-10-04",2
"Unknown","2022-10-03",3
"Unknown","2022-10-02",0
"Unknown","2022-10-01",0
"Unknown","2022-09-30",2
"Unknown","2022-09-29",1
"Unknown","2022-09-28",5
"Unknown","2022-09-27",2
"Unknown","2022-09-26",1
"Unknown","2022-09-25",1
"Unknown","2022-09-24",1
"Unknown","2022-09-23",3
"Unknown","2022-09-22",3
"Unknown","2022-09-21",1
"Unknown","2022-09-20",0
"Unknown","2022-09-19",0
"Unknown","2022-09-18",0
"Unknown","2022-09-17",0
"Unknown","2022-09-16",2
"Unknown","2022-09-15",2
"Unknown","2022-09-14",0
"Unknown","2022-09-13",0
"Unknown","2022-09-12",4
"Unknown","2022-09-11",7
"Unknown","2022-09-10",0
"Unknown","2022-09-09",3
"Unknown","2022-09-08",2
"Unknown","2022-09-07",1
"Unknown","2022-09-06",1
"Unknown","2022-09-05",5
"Unknown","2022-09-04",7
"Unknown","2022-09-03",1
"Unknown","2022-09-02",2
"Unknown","2022-09-01",6
"Unknown","2022-08-31",2
"Unknown","2022-08-30",5
"Unknown","2022-08-29",1
"Unknown","2022-08-28",0
"Unknown","2022-08-27",0
"Unknown","2022-08-26",1
"Unknown","2022-08-25",1
"Unknown","2022-08-24",2
"Unknown","2022-08-23",6
"Unknown","2022-08-22",3
"Unknown","2022-08-21",5
"Unknown","2022-08-20",1
"Unknown","2022-08-19",1
"Unknown","2022-08-18",2
"Unknown","2022-08-17",2
"Unknown","2022-08-16",4
"Unknown","2022-08-15",2
"Unknown","2022-08-14",3
"Unknown","2022-08-13",3
"Unknown","2022-08-12",6
"Unknown","2022-08-11",6
"Unknown","2022-08-10",3
"Unknown","2022-08-09",9
"Unknown","2022-08-08",7
"Unknown","2022-08-07",1
"Unknown","2022-08-06",3
"Unknown","2022-08-05",3
"Unknown","2022-08-04",2
"Unknown","2022-08-03",5
"Unknown","2022-08-02",6
"Unknown","2022-08-01",5
"Unknown","2022-07-31",4
"Unknown","2022-07-30",1
"Unknown","2022-07-29",3
"Unknown","2022-07-28",4
"Unknown","2022-07-27",3
"Unknown","2022-07-26",3
"Unknown","2022-07-25",4
"Unknown","2022-07-24",8
"Unknown","2022-07-23",9
"Unknown","2022-07-22",2
"Unknown","2022-07-21",10
"Unknown","2022-07-20",4
"Unknown","2022-07-19",4
"Unknown","2022-07-18",9
"Unknown","2022-07-17",2
"Unknown","2022-07-16",2
"Unknown","2022-07-15",6
"Unknown","2022-07-14",6
"Unknown","2022-07-13",6
"Unknown","2022-07-12",5
"Unknown","2022-07-11",12
"Unknown","2022-07-10",5
"Unknown","2022-07-09",6
"Unknown","2022-07-08",4
"Unknown","2022-07-07",2
"Unknown","2022-07-06",5
"Unknown","2022-07-05",12
"Unknown","2022-07-04",7
"Unknown","2022-07-03",7
"Unknown","2022-07-02",2
"Unknown","2022-07-01",3
"Unknown","2022-06-30",5
"Unknown","2022-06-29",3
"Unknown","2022-06-28",3
"Unknown","2022-06-27",3
"Unknown","2022-06-26",1
"Unknown","2022-06-25",5
"Unknown","2022-06-24",4
"Unknown","2022-06-23",0
"Unknown","2022-06-22",3
"Unknown","2022-06-21",4
"Unknown","2022-06-20",3
"Unknown","2022-06-19",1
"Unknown","2022-06-18",4
"Unknown","2022-06-17",1
"Unknown","2022-06-16",1
"Unknown","2022-06-15",2
"Unknown","2022-06-14",4
"Unknown","2022-06-13",2
"Unknown","2022-06-12",3
"Unknown","2022-06-11",0
"Unknown","2022-06-10",1
"Unknown","2022-06-09",5
"Unknown","2022-06-08",2
"Unknown","2022-06-07",4
"Unknown","2022-06-06",0
"Unknown","2022-06-05",0
"Unknown","2022-06-04",0
"Unknown","2022-06-03",1
"Unknown","2022-06-02",4
"Unknown","2022-06-01",3
"Unknown","2022-05-31",3
"Unknown","2022-05-30",1
"Unknown","2022-05-29",0
"Unknown","2022-05-28",3
"Unknown","2022-05-27",4
"Unknown","2022-05-26",2
"Unknown","2022-05-25",3
"Unknown","2022-05-24",3
"Unknown","2022-05-23",2
"Unknown","2022-05-22",2
"Unknown","2022-05-21",4
"Unknown","2022-05-20",4
"Unknown","2022-05-19",1
"Unknown","2022-05-18",1
"Unknown","2022-05-17",4
"Unknown","2022-05-16",6
"Unknown","2022-05-15",3
"Unknown","2022-05-14",5
"Unknown","2022-05-13",3
"Unknown","2022-05-12",4
"Unknown","2022-05-11",4
"Unknown","2022-05-10",3
"Unknown","2022-05-09",5
"Unknown","2022-05-08",3
"Unknown","2022-05-07",3
"Unknown","2022-05-06",3
"Unknown","2022-05-05",3
"Unknown","2022-05-04",5
"Unknown","2022-05-03",3
"Unknown","2022-05-02",1
"Unknown","2022-05-01",2
"Unknown","2022-04-30",4
"Unknown","2022-04-29",2
"Unknown","2022-04-28",2
"Unknown","2022-04-27",6
"Unknown","2022-04-26",5
"Unknown","2022-04-25",0
"Unknown","2022-04-24",1
"Unknown","2022-04-23",1
"Unknown","2022-04-22",6
"Unknown","2022-04-21",4
"Unknown","2022-04-20",5
"Unknown","2022-04-19",6
"Unknown","2022-04-18",6
"Unknown","2022-04-17",3
"Unknown","2022-04-16",4
"Unknown","2022-04-15",4
"Unknown","2022-04-14",5
"Unknown","2022-04-13",4
"Unknown","2022-04-12",8
"Unknown","2022-04-11",6
"Unknown","2022-04-10",4
"Unknown","2022-04-09",7
"Unknown","2022-04-08",8
"Unknown","2022-04-07",3
"Unknown","2022-04-06",2
"Unknown","2022-04-05",7
"Unknown","2022-04-04",9
"Unknown","2022-04-03",1
"Unknown","2022-04-02",6
"Unknown","2022-04-01",7
"Unknown","2022-03-31",5
"Unknown","2022-03-30",12
"Unknown","2022-03-29",8
"Unknown","2022-03-28",16
"Unknown","2022-03-27",1
"Unknown","2022-03-26",3
"Unknown","2022-03-25",13
"Unknown","2022-03-24",7
"Unknown","2022-03-23",12
"Unknown","2022-03-22",19
"Unknown","2022-03-21",16
"Unknown","2022-03-20",9
"Unknown","2022-03-19",11
"Unknown","2022-03-18",9
"Unknown","2022-03-17",6
"Unknown","2022-03-16",8
